BR,G_tot,a_r,g,mDM,mV,xsection_monotop,xsection_offshellV,xsection_onshellV,xsection_tt_exclusive
0.9,121.675475,0.2,2.031835,1.0,1000.0,0.1579923,0.0021469984,0.0024922438,0.032427369
0.01,13.550223,0.21,0.071472,1.0,1000.0,0.0019142798,0.0026334902,0.02779823,0.039874307
0.1,14.905246,0.21,0.237047,1.0,1000.0,0.019089924,0.0026318118,0.025411624,0.039873886
0.2,16.768401,0.21,0.355571,1.0,1000.0,0.038333023,0.0026320787,0.022607761,0.039871943
0.3,19.163887,0.21,0.465552,1.0,1000.0,0.05758768,0.0026348436,0.019652816,0.039866995
0.4,22.357869,0.21,0.580645,1.0,1000.0,0.07706327,0.0026340591,0.016923401,0.039839917
0.5,26.829442,0.21,0.711142,1.0,1000.0,0.09574769,0.002636996,0.0140985315,0.039833179
0.6,33.536803,0.21,0.870968,1.0,1000.0,0.11559205,0.0026339578,0.011235765,0.039819718
0.7,44.715737,0.21,1.086287,1.0,1000.0,0.13450918,0.0026289499,0.00837001,0.039795468
0.8,67.073606,0.21,1.422284,1.0,1000.0,0.15438846,0.0026284349,0.0055224469,0.039816154
0.9,134.147211,0.21,2.133426,1.0,1000.0,0.17422273,0.0026076587,0.0027311327,0.039373306
0.01,14.871447,0.22,0.074876,1.0,1000.0,0.0020969622,0.0031711235,0.030667888,0.04802861
0.1,16.358592,0.22,0.248335,1.0,1000.0,0.0210768,0.0031707478,0.027948717,0.04802709
0.2,18.403416,0.22,0.372503,1.0,1000.0,0.04209018,0.0031729305,0.024657408,0.04802122
0.3,21.032475,0.22,0.487721,1.0,1000.0,0.06295301,0.0031714717,0.021578068,0.04799075
0.4,24.537887,0.22,0.608295,1.0,1000.0,0.08424792,0.003171309,0.018514434,0.04798324
0.5,29.445465,0.22,0.745006,1.0,1000.0,0.10563561,0.0031744202,0.015448702,0.04795735
0.6,36.806831,0.22,0.912442,1.0,1000.0,0.12644558,0.0031700418,0.0122552801,0.04795667
0.7,49.075775,0.22,1.138015,1.0,1000.0,0.14796969,0.0031672988,0.0091461592,0.04792539
0.8,73.613662,0.22,1.490012,1.0,1000.0,0.16901522,0.0031713094,0.0060539297,0.04791962
0.9,147.227325,0.22,2.235018,1.0,1000.0,0.19152306,0.0031297653,0.0029913538,0.0473231
0.01,16.254123,0.23,0.078279,1.0,1000.0,0.0023035842,0.0037878634,0.033555717,0.05737317
0.1,17.879535,0.23,0.259623,1.0,1000.0,0.02299956,0.003788744,0.030447701,0.05736652
0.2,20.114477,0.23,0.389435,1.0,1000.0,0.04594846,0.00378822,0.026858822,0.05736384
0.3,22.987974,0.23,0.50989,1.0,1000.0,0.06896736,0.0037888104,0.023576789,0.05732523
0.4,26.819303,0.23,0.635945,1.0,1000.0,0.09201333,0.0037943726,0.020262961,0.05734937
0.5,32.183163,0.23,0.77887,1.0,1000.0,0.11523191,0.0037905435,0.016911227,0.0572769
0.6,40.228954,0.23,0.953917,1.0,1000.0,0.13908359,0.0037844018,0.0133605828,0.05725513
0.7,53.638605,0.23,1.189743,1.0,1000.0,0.16202505,0.0037869796,0.0099849206,0.05722693
